EnsemblID	external_gene_id	chromosome_name	end_position	start_position
ENSMUSG00000082864	Gm13358	2	26559193	26558625
ENSMUSG00000086775	5730588L14Rik	2	26645944	26640372
ENSMUSG00000089704	Galnt2	8	124345724	124231391
ENSMUSG00000071342	Gm889	12	40199315	40176386
ENSMUSG00000024986	Hhex	19	37440728	37432887
ENSMUSG00000025127	Gcgr	11	120538986	120530699
ENSMUSG00000022685	Parn	16	13668170	13537964
ENSMUSG00000070990	Foxe1	4	46346412	46343609
ENSMUSG00000028273	Pdlim5	3	142395696	142239586
ENSMUSG00000032303	Chrna3	9	55026559	55011343
ENSMUSG00000040147	Maob	X	16817366	16709282
ENSMUSG00000040006	BC013529	10	7792800	7767947
ENSMUSG00000022982	Sod1	16	90226322	90220742
ENSMUSG00000030499	Kctd15	7	34655509	34639014
ENSMUSG00000021285	Ppp1r13b	12	111908055	111828458
ENSMUSG00000032179	Bmp5	9	75900310	75775364
ENSMUSG00000034785	Dio1	4	107307169	107291465
ENSMUSG00000036561	Ppp6r2	15	89286261	89253035
ENSMUSG00000087177	E130307A14Rik	10	39732007	39621412
ENSMUSG00000024661	Fth1	19	9985092	9982703
ENSMUSG00000034035	Ccdc17	4	116600266	116596654
ENSMUSG00000059288	Cdyl	13	35874064	35659862
ENSMUSG00000090519	Gm17061	14	41540815	41538031
ENSMUSG00000094935	AC159637.1	12	93929102	93927004
ENSMUSG00000091470	Gm17159	14	41611107	41608857
ENSMUSG00000037418	Best1	19	10001633	9985174
ENSMUSG00000047414	Flrt2	12	95785215	95692226
ENSMUSG00000091146	Gm3077	14	41633816	41631680
ENSMUSG00000074768	Bhmt	13	93637961	93616891
ENSMUSG00000091281	Gm8065	14	41676835	41673751
ENSMUSG00000007850	Hnrnph1	11	50386528	50376990
ENSMUSG00000033014	Trim33	3	103358768	103279293
ENSMUSG00000058099	Nfam1	15	83033306	82997721
ENSMUSG00000072419	Dppa2	16	48319723	48310477
ENSMUSG00000060402	Chst8	7	34812711	34674468
ENSMUSG00000028845	Tekt2	4	126325688	126322121
ENSMUSG00000047250	Ptgs1	2	36252272	36230426
ENSMUSG00000022684	Bfar	16	13703612	13671858
ENSMUSG00000028261	Ndufaf4	4	24905001	24898083
ENSMUSG00000012705	Retn	8	3660110	3655770
ENSMUSG00000092394	Gm20445	6	65883343	65882779
ENSMUSG00000027552	E2f5	3	14606308	14578671
ENSMUSG00000093504	Vmn1r-ps24	6	66754279	66753380
ENSMUSG00000067604	Nms	1	38950278	38939149
ENSMUSG00000084154	Gm15644	6	67012871	67012485
ENSMUSG00000063931	Pepd	7	35044710	34912379
ENSMUSG00000087231	E230016M11Rik	6	67080654	67036599
ENSMUSG00000001627	Ifrd1	12	40248504	40201567
ENSMUSG00000068011	2510049J12Rik	6	115592576	115583544
ENSMUSG00000014725	Adam28	14	68655842	68606027
ENSMUSG00000082951	Gm13359	2	26723081	26722387
ENSMUSG00000059695	1700019M22Rik	12	96047222	96046621
ENSMUSG00000083335	Gm13397	2	27035557	27034680
ENSMUSG00000090889	Gm17428	14	54977025	54976933
ENSMUSG00000087364	Gm13398	2	27040853	27037285
ENSMUSG00000022204	Ngdn	14	55024135	55015454
ENSMUSG00000021003	Galc	12	98259459	98202304
ENSMUSG00000048665	A430010J10Rik	6	67165616	67165203
ENSMUSG00000047905	Gm8566	6	67206083	67205619
ENSMUSG00000085008	Gm13399	2	27162703	27144898
ENSMUSG00000096086	AC159129.1	6	67415012	67414431
ENSMUSG00000000439	Mkrn2	6	115618670	115601938
ENSMUSG00000036529	Sbf1	15	89315311	89288236
ENSMUSG00000096224	AC120404.2	6	68736764	68736297
ENSMUSG00000091192	Gm17071	2	27234710	27189382
ENSMUSG00000079230	Gm11065	6	70295406	70295177
ENSMUSG00000086669	AA645442	2	27331297	27326704
ENSMUSG00000021290	2010107E04Rik	12	111966977	111961376
ENSMUSG00000072477	Gm10360	6	70424430	70424270
ENSMUSG00000068396	Rpl34-ps1	6	71124999	71124577
ENSMUSG00000013974	1810033B17Rik	8	3668905	3665762
ENSMUSG00000085929	Gm13421	2	27543362	27540426
ENSMUSG00000092386	Gm20536	6	72616190	72609836
ENSMUSG00000022983	Scaf4	16	90284425	90228957
ENSMUSG00000092027	Gm17062	14	41892459	41889687
ENSMUSG00000079524	Gm15402	6	72705090	72699214
ENSMUSG00000000441	Raf1	6	115676635	115618067
ENSMUSG00000085766	2810430I11Rik	2	27887052	27882925
ENSMUSG00000035200	Chrnb4	9	55048544	55028156
ENSMUSG00000032579	Hemk1	9	107338350	107327692
ENSMUSG00000080824	Gm9001	6	75782756	75782358
ENSMUSG00000040721	Zfhx2	14	55092324	55060262
ENSMUSG00000004113	Cacna1b	2	24763152	24603887
ENSMUSG00000040747	Cd53	3	106790149	106758861
ENSMUSG00000086560	Gm13372	2	28030437	28025417
ENSMUSG00000095908	AC153998.1	6	78217113	78215878
ENSMUSG00000086739	Gm4409	6	80023156	79926414
ENSMUSG00000085693	Gm13371	2	28093514	28092032
ENSMUSG00000086425	F730016J06Rik	2	28127731	28095477
ENSMUSG00000087136	Gm15864	6	82052581	82050453
ENSMUSG00000028884	Rpa2	4	132778752	132768332
ENSMUSG00000024663	Rab3il1	19	10038380	10001669
ENSMUSG00000053675	Tgm5	2	121085841	121046111
ENSMUSG00000020191	4930415F15Rik	11	11515192	11462094
ENSMUSG00000022652	Morc1	16	48630905	48431237
ENSMUSG00000087196	Gm13373	2	28324050	28315016
ENSMUSG00000082895	Rpsa-ps9	2	28478050	28477166
ENSMUSG00000091548	Gm17572	17	31950968	31950549
ENSMUSG00000040236	Trappc5	8	3681255	3676299
ENSMUSG00000028331	5830415F09Rik	4	46389437	46376505
ENSMUSG00000087667	Gm13381	2	28576698	28562197
ENSMUSG00000025474	Tubgcp2	7	140036350	139995955
ENSMUSG00000002791	Pdxk-ps	17	32100286	32076083
ENSMUSG00000017119	Nbr1	11	101581951	101552149
ENSMUSG00000082796	Gm13385	2	28793569	28793350
ENSMUSG00000005540	Fcer2a	8	3694174	3681737
ENSMUSG00000083115	Gm13386	2	28807831	28807708
ENSMUSG00000083773	Gm13394	2	28934652	28933475
ENSMUSG00000049755	Zfp672	11	58323346	58315114
ENSMUSG00000057710	9630041A04Rik	9	101943219	101938481
ENSMUSG00000056313	1810011O10Rik	8	24438946	24437616
ENSMUSG00000087000	Gm13395	2	29090246	29088371
ENSMUSG00000043529	Olfr266	3	106822582	106821556
ENSMUSG00000031549	Ido2	8	24576333	24531892
ENSMUSG00000086519	Gm13393	2	29094501	29088666
ENSMUSG00000047959	Kcna3	3	107038129	107036162
ENSMUSG00000082788	Gm13396	2	29094105	29093835
ENSMUSG00000053799	Exoc6	19	37683245	37550418
ENSMUSG00000022283	Pabpc1	15	36608973	36595661
ENSMUSG00000068748	Ptprz1	6	23052916	22875502
ENSMUSG00000079499	6530402F18Rik	2	29253006	29245107
ENSMUSG00000056145	AI504432	3	107051152	107039504
ENSMUSG00000020159	Gabrp	11	33578959	33550781
ENSMUSG00000054003	Tdrd9	12	112068854	111971559
ENSMUSG00000050179	A930002I21Rik	3	107098401	107090962
ENSMUSG00000040724	Kcna2	3	107106879	107101567
ENSMUSG00000056216	Cebpg	7	35056503	35046422
ENSMUSG00000061111	Fam195b	11	120549727	120542888
ENSMUSG00000090293	Gm17034	6	82767288	82764282
ENSMUSG00000007908	Hmgcll1	9	76136350	76014855
ENSMUSG00000025470	Zfp511	7	140040605	140036391
ENSMUSG00000087578	Gm15605	6	83109054	83106608
ENSMUSG00000042861	Kcna10	3	107195721	107183056
ENSMUSG00000053218	Gm9900	11	58330339	58327721
ENSMUSG00000034957	Cebpa	7	35121926	35119293
ENSMUSG00000026295	Spp2	1	88426438	88406961
ENSMUSG00000023443	Esx1	X	137122083	137115397
ENSMUSG00000079737	3110001I22Rik	16	13678405	13671929
ENSMUSG00000030495	Slc7a10	7	35204898	35186385
ENSMUSG00000085782	Gm15624	6	83172733	83166152
ENSMUSG00000025469	Msx3	7	140049140	140046157
ENSMUSG00000022683	Pla2g10	16	13730983	13715057
ENSMUSG00000055553	2810422J05Rik	8	70527956	70508272
ENSMUSG00000086994	Gm13402	2	29396459	29349842
ENSMUSG00000051844	B230319C09Rik	6	83448322	83441755
ENSMUSG00000057367	Birc2	9	7835255	7818236
ENSMUSG00000082413	Gm13401	2	29498502	29498212
ENSMUSG00000037366	Pafah2	4	134427413	134396320
ENSMUSG00000048316	Gm9823	2	29738665	29738335
ENSMUSG00000079497	Gm13420	2	29747250	29744919
ENSMUSG00000025468	Caly	7	140082548	140069880
ENSMUSG00000031750	Il34	8	110805924	110741829
ENSMUSG00000028332	Hemgn	4	46413506	46393989
ENSMUSG00000085401	Slc39a1-ps	2	30160366	30159395
ENSMUSG00000049742	C330006D17Rik	9	7837064	7836687
ENSMUSG00000092177	Vax2os2	6	83712201	83692806
ENSMUSG00000032000	Birc3	9	7873186	7848699
ENSMUSG00000052222	1700084E18Rik	2	30238223	30237493
ENSMUSG00000084892	Gm14471	2	30323986	30306067
ENSMUSG00000028024	Enpep	3	129332720	129269175
ENSMUSG00000085794	Vax2os1	6	83710932	83700157
ENSMUSG00000020811	Wscd1	11	71789647	71749920
ENSMUSG00000035606	Ky	9	102546238	102506138
ENSMUSG00000062432	Cyp26c1	19	37693398	37685581
ENSMUSG00000087435	Gm16323	2	30415338	30413716
ENSMUSG00000013646	Sh3bp5l	11	58347728	58330724
ENSMUSG00000025467	Prap1	7	140097200	140093395
ENSMUSG00000085275	Gm14487	2	30539022	30534729
ENSMUSG00000024664	Fads3	19	10059671	10041548
ENSMUSG00000086405	9330198N18Rik	2	30689210	30629655
ENSMUSG00000040138	Ndp	X	16911774	16885521
ENSMUSG00000079501	Gm5138	6	83875380	83874379
ENSMUSG00000087268	Gm14486	2	30678011	30658468
ENSMUSG00000087001	Gm15475	6	84107002	84101206
ENSMUSG00000091968	Gm17115	17	32789591	32788394
ENSMUSG00000081669	Npm3-ps1	6	85076719	85076192
ENSMUSG00000024295	Cyp4f41-ps	17	32965700	32950961
ENSMUSG00000052979	6530403G13Rik	10	7792822	7792523
ENSMUSG00000041930	BC057022	5	114613220	114568016
ENSMUSG00000025129	Ppp1r27	11	120551132	120549979
ENSMUSG00000025466	1810014F10Rik	7	140102441	140096770
ENSMUSG00000015757	Ppil4	10	7823135	7792891
ENSMUSG00000021018	Polr2h	16	20722267	20717665
ENSMUSG00000032534	Cep63	9	102626534	102586578
ENSMUSG00000001802	Lrp3	7	35215370	35200027
ENSMUSG00000096173	Gm3150	15	72913563	72913357
ENSMUSG00000075416	Gm14488	2	30720057	30713147
ENSMUSG00000068391	Chrac1	15	73097554	73090392
ENSMUSG00000037977	6430571L13Rik	9	107352422	107340602
ENSMUSG00000020448	Rnf185	11	3452363	3415982
ENSMUSG00000030775	Trat1	16	48771956	48734690
ENSMUSG00000040945	Rcc2	4	140723220	140700541
ENSMUSG00000085491	4930527E20Rik	2	30807429	30803793
ENSMUSG00000024987	Cyp26a1	19	37701528	37697808
ENSMUSG00000015478	Rnf5	17	34603690	34601091
ENSMUSG00000072950	Gm10444	6	85143649	85140505
ENSMUSG00000090256	Alms1-ps1	6	85756526	85721925
ENSMUSG00000084143	Gm13400	2	30924357	30923978
ENSMUSG00000025130	P4hb	11	120573253	120560298
ENSMUSG00000079103	Tgm7	2	121109795	121093565
ENSMUSG00000059089	Fcgr4	1	171029761	171018920
ENSMUSG00000022682	Rrn3	16	13814840	13780699
ENSMUSG00000025038	Efhc2	X	17319368	17132049
ENSMUSG00000021418	Rpp40	13	35906359	35893472
ENSMUSG00000090098	Alms1-ps2	6	85804057	85774393
ENSMUSG00000026761	Orc4	2	48950277	48902824
ENSMUSG00000021886	Gpr65	12	98276624	98268635
ENSMUSG00000046213	Cym	3	107221732	107211293
ENSMUSG00000074890	Lcmt2	2	121140698	121128307
ENSMUSG00000033854	Kcnk10	12	98577940	98433994
ENSMUSG00000057375	Yipf1	4	107359823	107314363
ENSMUSG00000022681	Ntan1	16	13835451	13819251
ENSMUSG00000063808	Gpatch1	7	35318440	35276536
ENSMUSG00000059498	Fcgr3	1	171064935	171051174
ENSMUSG00000041324	Inhba	13	16027211	16011851
ENSMUSG00000040078	Gm9769	6	85845372	85843869
ENSMUSG00000059203	Il1rapl2	X	138846946	137570608
ENSMUSG00000040372	Gpr63	4	25009233	24966407
ENSMUSG00000025465	Echs1	7	140116476	140105710
ENSMUSG00000014158	Trpv4	5	114658421	114622152
ENSMUSG00000028842	Eif2c3	4	126429556	126331704
ENSMUSG00000031754	Nudt21	8	94037021	94017770
ENSMUSG00000060780	Lrrtm1	6	77257791	77242689
ENSMUSG00000067416	Actl9	17	33434265	33432896
ENSMUSG00000048612	Myof	19	38043577	37899036
ENSMUSG00000092412	Gm20507	17	33645705	33630759
ENSMUSG00000021007	Spata7	12	98669815	98628157
ENSMUSG00000081608	Gm16210	10	39752868	39752259
ENSMUSG00000028259	Fhl5	4	25242876	25199908
ENSMUSG00000056600	Olfr90	17	37086236	37085191
ENSMUSG00000052760	A630001G21Rik	1	85778643	85717083
ENSMUSG00000031551	Ido1	8	24597009	24584136
ENSMUSG00000033009	Ogfod1	8	94067921	94037198
ENSMUSG00000096171	AC168279.1	10	40012873	40011866
ENSMUSG00000028333	Anp32b	4	46472657	46450902
ENSMUSG00000032307	Ube2q2	9	55207529	55148854
ENSMUSG00000059383	Gfral	9	76213657	76164102
ENSMUSG00000071356	Reg3b	6	78373466	78370885
ENSMUSG00000034947	Tmem106a	11	101591788	101582242
ENSMUSG00000020890	Gucy2e	11	69237036	69218117
ENSMUSG00000041565	L3mbtl4	17	68777961	68273797
ENSMUSG00000025464	Paox	7	140134334	140125657
ENSMUSG00000036698	Eif2c2	15	73184840	73098592
ENSMUSG00000030494	Rhpn2	7	35392285	35334175
ENSMUSG00000028693	Nasp	4	116627941	116601052
ENSMUSG00000028971	Cort	4	149126763	149125034
ENSMUSG00000071686	Tex13a	X	138209580	138208165
ENSMUSG00000040554	Aipl1	11	72037509	72027963
ENSMUSG00000090952	Gm17251	17	33761870	33759992
ENSMUSG00000058586	Serhl	15	83116674	83089506
ENSMUSG00000087269	D330023K18Rik	2	31152291	31146457
ENSMUSG00000024665	Fads2	19	10101503	10064164
ENSMUSG00000092602	4931413I07Rik	17	33785724	33783340
ENSMUSG00000034254	Agpat1	17	34613449	34604262
ENSMUSG00000045691	Thtpa	14	55098986	55094835
ENSMUSG00000029695	Aass	6	23132986	23072173
ENSMUSG00000087430	Gm13405	2	31211347	31209470
ENSMUSG00000032360	Hcrtr2	9	76323578	76225903
ENSMUSG00000038491	4930520K10Rik	10	40350103	40348508
ENSMUSG00000039018	Mtg1	7	140150786	140137564
ENSMUSG00000084226	Gm13426	2	31552695	31551901
ENSMUSG00000085224	Gm13425	2	31640589	31638170
ENSMUSG00000040701	Ap1g2	14	55106593	55098578
ENSMUSG00000095377	Olfr91	17	37093872	37092934
ENSMUSG00000050423	Ppp1r3g	13	35970388	35958839
ENSMUSG00000083143	Gm13424	2	31661427	31660470
ENSMUSG00000087549	Gm13427	2	31688469	31676364
ENSMUSG00000090708	Gm17196	10	41556552	41553762
ENSMUSG00000026649	1700009P17Rik	1	171126967	171113918
ENSMUSG00000053414	Hunk	16	90499553	90386397
ENSMUSG00000096477	Olfr92	17	37111980	37111042
ENSMUSG00000010362	Rdm1	11	101636100	101627195
ENSMUSG00000030493	C230052I12Rik	7	35396817	35392275
ENSMUSG00000086356	Gm13441	2	31892417	31886934
ENSMUSG00000091370	5730435O14Rik	10	41576476	41568016
ENSMUSG00000085737	Gm13442	2	31962547	31961690
ENSMUSG00000010663	Fads1	19	10196870	10182888
ENSMUSG00000025997	Ikzf2	1	69685960	69531214
ENSMUSG00000081480	Gm13608	2	31986464	31985059
ENSMUSG00000091601	Olfr93	17	37152051	37151007
ENSMUSG00000022650	Retnlb	16	48818891	48816856
ENSMUSG00000086192	Gm13609	2	32017344	32016644
ENSMUSG00000090157	Gm16534	2	32064911	32050086
ENSMUSG00000085666	Gm9855	10	42055414	42052561
ENSMUSG00000068341	Reg3d	6	78378865	78375874
ENSMUSG00000052790	Gm9890	14	41948671	41946433
ENSMUSG00000086216	Gm13610	2	32236382	32232782
ENSMUSG00000035186	Ubd	17	37196095	37193892
ENSMUSG00000091031	Gm17063	14	42027672	42025476
ENSMUSG00000055137	5033411D12Rik	13	17694732	16857855
ENSMUSG00000066068	Gm13611	2	32272162	32271845
ENSMUSG00000090772	Gm2930	14	42040012	42037609
ENSMUSG00000083004	Gm13413	2	32406656	32406055
ENSMUSG00000024742	Fen1	19	10204169	10199132
ENSMUSG00000023072	Ccdc123	7	35438689	35397035
ENSMUSG00000040359	1810074P20Rik	4	25281821	25248600
ENSMUSG00000085017	Gm13412	2	32527990	32525031
ENSMUSG00000045733	Sprn	7	140154877	140150628
ENSMUSG00000024309	H2-Ke2	17	33940343	33938821
ENSMUSG00000081873	Gm15197	10	42331263	42330786
ENSMUSG00000061100	Retnla	16	48844461	48842552
ENSMUSG00000085397	Gm13524	2	32848168	32846186
ENSMUSG00000033732	Sf3b3	8	110846803	110810492
ENSMUSG00000073052	D130052B06Rik	11	33625618	33599302
ENSMUSG00000087496	Gm13523	2	32876001	32873755
ENSMUSG00000083429	Gm15198	10	42436065	42435880
ENSMUSG00000053519	Kcnip1	11	33993152	33629339
ENSMUSG00000043827	Olfr94	17	37198011	37196708
ENSMUSG00000085087	Gm13528	2	33181881	33177902
ENSMUSG00000082844	Gm13537	2	33323437	33323171
ENSMUSG00000012429	2810021B07Rik	13	17699105	17695413
ENSMUSG00000029123	Stk32b	5	37717153	37446828
ENSMUSG00000051180	Olfr522	7	140163014	140161939
ENSMUSG00000086434	Gm15200	10	42698518	42698036
ENSMUSG00000094613	AC132405.1	3	107234031	107230614
ENSMUSG00000085742	Gm13536	2	33449207	33446802
ENSMUSG00000070368	Prok1	3	107239707	107235531
ENSMUSG00000051051	Olfr523	7	140177116	140176061
ENSMUSG00000022651	Retnlg	16	48874498	48872608
ENSMUSG00000086939	Gm13530	2	33503632	33489782
ENSMUSG00000009621	Vav2	2	27427033	27262104
ENSMUSG00000050366	Olfr524	7	140202800	140201743
ENSMUSG00000034936	Arl4d	11	101667832	101665541
ENSMUSG00000052951	C130021I20Rik	2	33646349	33641193
ENSMUSG00000025270	Alas2	X	150570638	150547375
ENSMUSG00000025461	Cd163l1	7	140231145	140218267
ENSMUSG00000041297	Cdk13	13	17805097	17715962
ENSMUSG00000062511	4930512M02Rik	11	11627835	11589223
ENSMUSG00000072940	Gm10443	6	86334316	86334007
ENSMUSG00000062329	Cytl1	5	37739820	37735519
ENSMUSG00000085589	A430078I02Rik	6	86480830	86470805
ENSMUSG00000010066	Cacna2d2	9	107529346	107399612
ENSMUSG00000081244	Gm13529	2	33652798	33652389
ENSMUSG00000022680	Pdxdc1	16	13903131	13833148
ENSMUSG00000085463	9430024E24Rik	2	33718899	33716361
ENSMUSG00000020808	Fam64a	11	72047370	72042032
ENSMUSG00000020267	Hint1	11	54870501	54866383
ENSMUSG00000034057	Gm239	10	116896879	116776545
ENSMUSG00000079516	Reg3a	6	78383839	78380709
ENSMUSG00000034931	Dhx8	11	101767358	101732919
ENSMUSG00000086484	Nron	2	33813591	33805816
ENSMUSG00000053110	Yap1	9	8004596	7931999
ENSMUSG00000035983	Gm7008	12	40229184	40222758
ENSMUSG00000048450	Msx1	5	37824583	37820485
ENSMUSG00000052854	Nrk	X	139010532	138914430
ENSMUSG00000054672	5830411N06Rik	7	140299791	140247301
ENSMUSG00000085987	Gm13403	2	33942145	33935788
ENSMUSG00000091116	Gm7991	14	42070137	42067059
ENSMUSG00000027259	Adal	2	121156680	121140428
ENSMUSG00000090035	Galnt4	10	99113245	99108135
ENSMUSG00000002881	Nab1	1	52500679	52457294
ENSMUSG00000086904	Gm13404	2	33980324	33978246
ENSMUSG00000023140	Reg2	6	78408097	78405155
ENSMUSG00000090462	Gm3578	14	42094107	42091676
ENSMUSG00000087461	C230014O12Rik	2	34111444	34018289
ENSMUSG00000022847	Thpo	16	20734511	20725158
ENSMUSG00000073705	Apitd1	4	149137629	149127121
ENSMUSG00000055108	Phxr2	10	99126321	99125517
ENSMUSG00000031635	Anxa10	8	62123118	62057042
ENSMUSG00000064061	Dzip3	16	48994165	48924232
ENSMUSG00000084908	C79798	2	34304440	34287771
ENSMUSG00000052726	Kcnt2	1	140612063	140246216
ENSMUSG00000083503	Gm13407	2	34413347	34412988
ENSMUSG00000087260	Hbxip	3	107284079	107278858
ENSMUSG00000083233	Gm13406	2	34436582	34436327
ENSMUSG00000081992	Gm13408	2	34565796	34564999
ENSMUSG00000087635	Gm13414	2	34650362	34648895
ENSMUSG00000027896	Slc16a4	3	107312115	107291230
ENSMUSG00000025132	Arhgdia	11	120581624	120578104
ENSMUSG00000030492	Slc7a9	7	35466036	35449037
ENSMUSG00000095332	Gm9821	2	91947655	91945703
ENSMUSG00000027230	Creb3l1	2	92024502	91982328
ENSMUSG00000061489	Olfr525	7	140323651	140322602
ENSMUSG00000055917	Zfp277	12	40445790	40315046
ENSMUSG00000043015	Tmem194b	1	52651919	52630705
ENSMUSG00000062782	Olfr527	7	140336820	140335843
ENSMUSG00000000730	Dnmt3l	10	78063622	78041947
ENSMUSG00000060112	Olfr60	7	140345987	140345052
ENSMUSG00000042118	Bhmt2	13	93674302	93655720
ENSMUSG00000060974	Olfr530	7	140373666	140372587
ENSMUSG00000062712	Olfr531	7	140401044	140400130
ENSMUSG00000063823	Olfr532	7	140419771	140418842
ENSMUSG00000056883	Olfr533	7	140467209	140466158
ENSMUSG00000092571	Gm4134	17	33864228	33861302
ENSMUSG00000019960	Dusp6	10	99267488	99263231
ENSMUSG00000092174	Gm7029	17	33874116	33866879
ENSMUSG00000063230	Olfr535	7	140493607	140492617
ENSMUSG00000092349	BC033916	17	33906675	33905135
ENSMUSG00000052508	Olfr536	7	140507318	140500856
ENSMUSG00000081904	Gm13419	2	34831110	34830930
ENSMUSG00000046573	Lyrm4	13	36117357	35978797
ENSMUSG00000086001	Gm13448	2	34916014	34912871
ENSMUSG00000091757	Gm17064	14	42148119	42145893
ENSMUSG00000028832	Stmn1	4	134473843	134468320
ENSMUSG00000090476	Gm17166	14	42178006	42175704
ENSMUSG00000083533	Gm13450	2	34964904	34964877
ENSMUSG00000085599	Gm13449	2	35013446	34993973
ENSMUSG00000044633	B530045E10Rik	10	99423047	99420522
ENSMUSG00000024208	2900010M23Rik	17	27133916	27122663
ENSMUSG00000021420	Fars2	13	36537592	36117411
ENSMUSG00000090665	Gad1-ps	10	99447007	99443730
ENSMUSG00000095901	Olfr538	7	140575087	140574155
ENSMUSG00000078784	1810022K09Rik	3	14611221	14606320
ENSMUSG00000046934	Csl	10	99759658	99757705
ENSMUSG00000093942	Olfr46	7	140611124	140610168
ENSMUSG00000050751	Pgbd5	8	124439658	124369049
ENSMUSG00000084768	Gm13605	2	35226254	35224535
ENSMUSG00000096069	Olfr61	7	140638638	140637703
ENSMUSG00000019966	Kitl	10	100100413	100015630
ENSMUSG00000025279	Dnase1l3	14	7994573	7964533
ENSMUSG00000078201	Tmem203	2	25256352	25255439
ENSMUSG00000075391	Gm13443	2	35341316	35340361
ENSMUSG00000094819	Olfr53	7	140652919	140646452
ENSMUSG00000042814	Mcts2	2	152687940	152687148
ENSMUSG00000081841	Gm13444	2	35483905	35483384
ENSMUSG00000059136	Olfr539	7	140668248	140667289
ENSMUSG00000048707	Tprn	2	25269885	25262618
ENSMUSG00000002546	Golga2	2	32307921	32287384
ENSMUSG00000025040	Fundc1	X	17572325	17556564
ENSMUSG00000081421	Gm13445	2	35491519	35491213
ENSMUSG00000066122	Olfr45	7	140691918	140690884
ENSMUSG00000059654	Reg1	6	78428666	78425983
ENSMUSG00000085668	Gm13447	2	35506090	35503531
ENSMUSG00000042745	Id1	2	152737410	152736251
ENSMUSG00000057997	Olfr541	7	140705267	140704165
ENSMUSG00000021567	Nkd2	13	73847631	73818534
ENSMUSG00000022607	Ptk2	15	73423191	73205105
ENSMUSG00000086555	Gm13446	2	35558702	35554849
ENSMUSG00000025479	Cyp2e1	7	140774975	140763739
ENSMUSG00000014813	Stc1	14	69041401	69029289
ENSMUSG00000086449	9030204H09Rik	2	35823385	35819190
ENSMUSG00000081496	Gm13428	2	36137703	36137339
ENSMUSG00000029125	Stx18	5	38137765	38038742
ENSMUSG00000044186	Nkx2-6	14	69175539	69171576
ENSMUSG00000085141	Gm13429	2	36212903	36202314
ENSMUSG00000009876	Cox4i2	2	152765037	152754173
ENSMUSG00000092564	BC051226	17	33909317	33908182
ENSMUSG00000027555	Car13	3	14663002	14641727
ENSMUSG00000030491	Tdrd12	7	35537745	35493612
ENSMUSG00000049561	Olfr95	17	37211867	37210894
ENSMUSG00000087187	Gm13431	2	36222934	36216777
ENSMUSG00000071332	E230015B07Rik	6	87681024	87672382
ENSMUSG00000025480	Syce1	7	140787854	140777229
ENSMUSG00000086428	Gm15199	10	42758660	42740539
ENSMUSG00000031552	Adam18	8	24674755	24602246
ENSMUSG00000036707	Cab39	1	85851576	85793441
ENSMUSG00000064121	Olfr96	17	37226141	37225091
ENSMUSG00000083034	Olfr334-ps1	2	36285933	36285028
ENSMUSG00000018654	Ikzf1	11	11772926	11685003
ENSMUSG00000051052	Olfr335-ps	2	36302479	36301541
ENSMUSG00000006958	Chrd	16	20742384	20733127
ENSMUSG00000089673	Gm16546	10	43319714	43319360
ENSMUSG00000055396	D830050J10Rik	6	115677136	115675995
ENSMUSG00000082583	Olfr336-ps1	2	36324263	36323325
ENSMUSG00000017724	Etv4	11	101785371	101769742
ENSMUSG00000026078	Pdcl3	1	38997236	38987814
ENSMUSG00000042102	Dmgdh	13	93752831	93674433
ENSMUSG00000059900	Tmem40	6	115762466	115729131
ENSMUSG00000080936	Olfr337-ps1	2	36337080	36336628
